"from","to","num_members","Government","Opposition","Church","Expert","weight"
"ORG02467","ORG02467",6,2,3,0,1,1
"ORG02467","ORG02308",1,1,0,0,0,1
"ORG02467","ORG01251",2,0,2,0,0,1
"ORG02467","ORG01497",1,0,1,0,0,1
"ORG02467","ORG00560",1,0,1,0,0,1
"ORG02467","ORG00910",1,0,0,0,1,1
"ORG02467","ORG00444",1,0,1,0,0,1
"ORG02467","ORG02216",1,0,1,0,0,1
"ORG02467","ORG01768",1,0,1,0,0,1
"ORG02467","ORG02397",1,0,1,0,0,1
"ORG02467","ORG00219",1,0,1,0,0,1
"ORG02467","ORG01939",4,1,3,0,0,1
"ORG02467","ORG02469",1,0,1,0,0,1
"ORG02467","ORG02439",1,0,1,0,0,1
"ORG02467","ORG00172",1,0,1,0,0,1
"ORG02467","ORG00709",1,0,1,0,0,1
"ORG02467","ORG01978",1,1,0,0,0,1
"ORG02467","ORG00521",1,0,1,0,0,1
"ORG02467","ORG00004",1,0,1,0,0,1
"ORG02467","ORG00170",1,0,1,0,0,1
"ORG02467","ORG02406",3,1,2,0,0,1
"ORG02467","ORG02398",1,0,1,0,0,1
"ORG02467","ORG00211",1,0,1,0,0,1
"ORG02467","ORG00563",1,1,0,0,0,1
"ORG02467","ORG00222",1,1,0,0,0,1
"ORG02467","ORG01678",1,1,0,0,0,1
"ORG02467","ORG01247",1,1,0,0,0,1
"ORG02467","ORG00148",1,1,0,0,0,1
"ORG02467","ORG01990",1,1,0,0,0,1
"ORG02467","ORG01988",1,1,0,0,0,1
"ORG02467","ORG01128",1,1,0,0,0,1
"ORG02467","ORG01981",1,1,0,0,0,1
"ORG02467","ORG01982",1,1,0,0,0,1
"ORG02467","ORG00209",1,1,0,0,0,1
"ORG02467","ORG02020",1,1,0,0,0,1
"ORG02467","ORG01125",1,1,0,0,0,1
"ORG02467","ORG01129",1,1,0,0,0,1
"ORG02467","ORG01124",1,1,0,0,0,1
"ORG02467","ORG00239",1,1,0,0,0,1
"ORG02467","ORG02069",1,1,0,0,0,1
"ORG02467","ORG01992",1,1,0,0,0,1
"ORG02467","ORG01127",1,1,0,0,0,1
"ORG02467","ORG01993",1,1,0,0,0,1
"ORG02467","ORG01545",1,1,0,0,0,1
"ORG00055","ORG00055",22,9,10,1,2,1
"ORG00055","ORG02047",2,2,0,0,0,1
"ORG00055","ORG02308",2,2,0,0,0,1
"ORG00055","ORG01251",5,0,4,0,1,1
"ORG00055","ORG00811",2,1,1,0,0,1
"ORG00055","ORG02243",2,0,2,0,0,1
"ORG00055","ORG01497",1,0,1,0,0,1
"ORG00055","ORG00797",1,0,1,0,0,1
"ORG00055","ORG02305",2,1,1,0,0,1
"ORG00055","ORG02470",1,1,0,0,0,1
"ORG00055","ORG02585",2,2,0,0,0,1
"ORG00055","ORG01661",11,6,4,1,0,1
"ORG00055","ORG00768",4,1,2,1,0,1
"ORG00055","ORG00920",1,0,1,0,0,1
"ORG00055","ORG01003",1,0,1,0,0,1
"ORG00055","ORG00817",1,0,1,0,0,1
"ORG00055","ORG02319",2,0,1,1,0,1
"ORG00055","ORG02321",1,1,0,0,0,1
"ORG00055","ORG00067",1,0,0,0,1,1
"ORG00055","ORG02473",1,1,0,0,0,1
"ORG00055","ORG02317",1,1,0,0,0,1
"ORG00055","ORG00944",1,0,1,0,0,1
"ORG00055","ORG02111",1,0,0,0,1,1
"ORG00055","ORG02573",2,2,0,0,0,1
"ORG00055","ORG00557",1,0,1,0,0,1
"ORG00055","ORG01505",1,1,0,0,0,1
"ORG00055","ORG01141",1,0,1,0,0,1
"ORG00055","ORG01768",2,2,0,0,0,1
"ORG00055","ORG00781",1,0,1,0,0,1
"ORG00055","ORG02663",1,0,1,0,0,1
"ORG00055","ORG02231",2,1,1,0,0,1
"ORG00055","ORG00219",4,0,4,0,0,1
"ORG00055","ORG02025",1,0,1,0,0,1
"ORG00055","ORG00241",1,1,0,0,0,1
"ORG00055","ORG00347",2,1,1,0,0,1
"ORG00055","ORG02082",2,1,1,0,0,1
"ORG00055","ORG01137",1,0,1,0,0,1
"ORG00055","ORG01313",3,1,2,0,0,1
"ORG00055","ORG02297",1,0,1,0,0,1
"ORG00055","ORG01510",1,0,1,0,0,1
"ORG00055","ORG02042",2,1,1,0,0,1
"ORG00055","ORG01939",1,0,1,0,0,1
"ORG00055","ORG00623",1,0,0,0,1,1
"ORG00055","ORG02549",2,1,1,0,0,1
"ORG00055","ORG02602",2,1,1,0,0,1
"ORG00055","ORG01314",2,0,1,0,1,1
"ORG00055","ORG01333",1,0,1,0,0,1
"ORG00055","ORG02584",1,0,1,0,0,1
"ORG00055","ORG00177",1,0,1,0,0,1
"ORG00055","ORG02486",1,1,0,0,0,1
"ORG00055","ORG00798",1,1,0,0,0,1
"ORG00055","ORG00958",2,1,1,0,0,1
"ORG00055","ORG01047",1,1,0,0,0,1
"ORG00055","ORG01593",1,0,1,0,0,1
"ORG00055","ORG00784",1,0,1,0,0,1
"ORG00055","ORG02314",2,1,1,0,0,1
"ORG00055","ORG01527",2,1,0,0,1,1
"ORG00055","ORG01746",1,0,1,0,0,1
"ORG00055","ORG00698",1,0,1,0,0,1
"ORG00055","ORG02332",1,1,0,0,0,1
"ORG00055","ORG00133",1,0,1,0,0,1
"ORG00055","ORG02241",1,0,1,0,0,1
"ORG00055","ORG02590",2,1,1,0,0,1
"ORG00055","ORG00621",2,1,0,0,1,1
"ORG00055","ORG01864",1,0,1,0,0,1
"ORG00055","ORG00487",1,0,1,0,0,1
"ORG00055","ORG01478",2,2,0,0,0,1
"ORG00055","ORG01317",2,1,1,0,0,1
"ORG00055","ORG00147",1,0,1,0,0,1
"ORG00055","ORG00717",1,1,0,0,0,1
"ORG00055","ORG00396",1,0,0,1,0,1
"ORG00055","ORG00169",1,0,1,0,0,1
"ORG00055","ORG00605",1,0,1,0,0,1
"ORG00055","ORG00083",2,1,1,0,0,1
"ORG00055","ORG01941",1,0,1,0,0,1
"ORG00055","ORG00096",1,0,1,0,0,1
"ORG00055","ORG01085",1,0,1,0,0,1
"ORG00055","ORG01319",1,0,1,0,0,1
"ORG00055","ORG02174",1,0,0,0,1,1
"ORG00055","ORG00245",6,6,0,0,0,1
"ORG00055","ORG00885",1,0,1,0,0,1
"ORG00055","ORG02553",1,0,1,0,0,1
"ORG00055","ORG00360",1,0,1,0,0,1
"ORG00055","ORG01524",1,0,1,0,0,1
"ORG00055","ORG01488",1,0,1,0,0,1
"ORG00055","ORG01725",1,1,0,0,0,1
"ORG00055","ORG01320",2,1,1,0,0,1
"ORG00055","ORG02183",2,0,2,0,0,1
"ORG00055","ORG00816",1,0,1,0,0,1
"ORG00055","ORG01647",1,0,1,0,0,1
"ORG00055","ORG00157",1,0,1,0,0,1
"ORG00055","ORG01042",1,0,1,0,0,1
"ORG00055","ORG01880",1,0,1,0,0,1
"ORG00055","ORG00736",1,0,0,0,1,1
"ORG00055","ORG01663",2,0,2,0,0,1
"ORG00055","ORG01872",1,0,1,0,0,1
"ORG00055","ORG00397",4,1,2,1,0,1
"ORG00055","ORG01535",1,0,1,0,0,1
"ORG00055","ORG01625",1,0,1,0,0,1
"ORG00055","ORG00319",1,0,1,0,0,1
"ORG00055","ORG01133",2,0,2,0,0,1
"ORG00055","ORG01743",1,0,1,0,0,1
"ORG00055","ORG02131",1,0,1,0,0,1
"ORG00055","ORG02179",1,0,1,0,0,1
"ORG00055","ORG00339",1,0,1,0,0,1
"ORG00055","ORG02015",2,2,0,0,0,1
"ORG00055","ORG01944",1,0,0,0,1,1
"ORG00055","ORG02149",1,0,1,0,0,1
"ORG00055","ORG00889",1,1,0,0,0,1
"ORG00055","ORG00002",3,1,1,1,0,1
"ORG00055","ORG01050",1,0,1,0,0,1
"ORG00055","ORG02555",1,0,1,0,0,1
"ORG00055","ORG02043",1,0,1,0,0,1
"ORG00055","ORG02437",1,0,1,0,0,1
"ORG00055","ORG02557",4,3,0,0,1,1
"ORG00055","ORG01367",1,0,1,0,0,1
"ORG00055","ORG00167",1,0,1,0,0,1
"ORG00055","ORG02427",2,0,2,0,0,1
"ORG00055","ORG01900",2,1,1,0,0,1
"ORG00055","ORG00952",1,0,1,0,0,1
"ORG00055","ORG02044",1,0,1,0,0,1
"ORG00055","ORG00930",1,1,0,0,0,1
"ORG00055","ORG00764",1,0,1,0,0,1
"ORG00055","ORG01096",1,0,1,0,0,1
"ORG00055","ORG01970",1,0,1,0,0,1
"ORG00055","ORG01201",1,0,1,0,0,1
"ORG00055","ORG00513",1,0,1,0,0,1
"ORG00055","ORG00761",1,0,0,0,1,1
"ORG00055","ORG00144",3,0,3,0,0,1
"ORG00055","ORG00467",1,0,1,0,0,1
"ORG00055","ORG00158",1,0,0,0,1,1
"ORG00055","ORG01263",1,0,1,0,0,1
"ORG00055","ORG00495",2,0,2,0,0,1
"ORG00055","ORG00693",1,0,0,0,1,1
"ORG00055","ORG01965",1,0,1,0,0,1
"ORG00055","ORG00184",1,0,0,0,1,1
"ORG00055","ORG00263",2,0,2,0,0,1
"ORG00055","ORG00882",1,0,1,0,0,1
"ORG00055","ORG00558",1,0,0,0,1,1
"ORG00055","ORG02600",1,0,1,0,0,1
"ORG00055","ORG01143",1,0,1,0,0,1
"ORG00055","ORG02268",2,1,1,0,0,1
"ORG00055","ORG01598",1,0,0,0,1,1
"ORG00055","ORG00282",1,0,1,0,0,1
"ORG00055","ORG01492",1,0,1,0,0,1
"ORG00055","ORG02409",1,0,1,0,0,1
"ORG00055","ORG02118",1,0,1,0,0,1
"ORG00055","ORG00888",1,1,0,0,0,1
"ORG00055","ORG00214",1,0,1,0,0,1
"ORG00055","ORG00005",1,0,1,0,0,1
"ORG00055","ORG00534",1,0,1,0,0,1
"ORG00055","ORG00420",1,0,1,0,0,1
"ORG00055","ORG00302",1,0,1,0,0,1
"ORG00055","ORG02672",1,0,1,0,0,1
"ORG00055","ORG01280",1,0,1,0,0,1
"ORG00055","ORG00566",1,0,1,0,0,1
"ORG00055","ORG01117",1,0,1,0,0,1
"ORG00055","ORG00114",1,0,1,0,0,1
"ORG00055","ORG01594",1,0,1,0,0,1
"ORG00055","ORG02251",1,1,0,0,0,1
"ORG00055","ORG01807",1,1,0,0,0,1
"ORG00055","ORG02594",1,1,0,0,0,1
"ORG00055","ORG01450",1,1,0,0,0,1
"ORG00055","ORG02155",1,1,0,0,0,1
"ORG00055","ORG00068",1,0,0,0,1,1
"ORG00055","ORG00222",1,1,0,0,0,1
"ORG00055","ORG02013",1,1,0,0,0,1
"ORG00055","ORG02016",1,0,0,0,1,1
"ORG00055","ORG01458",1,1,0,0,0,1
"ORG00055","ORG02414",1,1,0,0,0,1
"ORG00055","ORG01078",1,1,0,0,0,1
"ORG00055","ORG01693",1,1,0,0,0,1
"ORG00055","ORG00246",1,1,0,0,0,1
"ORG00055","ORG02010",1,0,0,1,0,1
"ORG00055","ORG00069",1,0,0,0,1,1
"ORG00055","ORG02197",1,1,0,0,0,1
"ORG00055","ORG01176",1,1,0,0,0,1
"ORG00055","ORG01434",1,1,0,0,0,1
"ORG00055","ORG00595",1,1,0,0,0,1
"ORG00055","ORG00234",1,1,0,0,0,1
"ORG00055","ORG01454",1,1,0,0,0,1
"ORG00055","ORG00131",1,1,0,0,0,1
"ORG00055","ORG00261",1,1,0,0,0,1
"ORG00055","ORG02012",1,1,0,0,0,1
"ORG00055","ORG00391",1,0,0,1,0,1
"ORG00055","ORG02144",1,1,0,0,0,1
"ORG00055","ORG01732",1,1,0,0,0,1
"ORG00055","ORG00228",2,2,0,0,0,1
"ORG00055","ORG02474",1,1,0,0,0,1
"ORG00055","ORG01738",1,1,0,0,0,1
"ORG00055","ORG02379",1,1,0,0,0,1
"ORG00055","ORG02684",1,1,0,0,0,1
"ORG00055","ORG01740",1,0,0,0,1,1
"ORG00055","ORG01688",3,3,0,0,0,1
"ORG00055","ORG02475",1,1,0,0,0,1
"ORG00055","ORG01757",1,1,0,0,0,1
"ORG00055","ORG01551",1,1,0,0,0,1
"ORG00055","ORG02333",1,1,0,0,0,1
"ORG00055","ORG01713",1,1,0,0,0,1
"ORG00055","ORG01564",1,1,0,0,0,1
"ORG00055","ORG00815",1,0,0,1,0,1
"ORG00055","ORG00960",1,1,0,0,0,1
"ORG00055","ORG02484",1,1,0,0,0,1
"ORG00055","ORG02424",1,1,0,0,0,1
"ORG00055","ORG02237",1,1,0,0,0,1
"ORG00055","ORG02430",1,1,0,0,0,1
"ORG00055","ORG01623",1,1,0,0,0,1
"ORG00055","ORG02200",1,1,0,0,0,1
"ORG00055","ORG00247",1,1,0,0,0,1
"ORG00055","ORG00801",1,0,0,1,0,1
"ORG00055","ORG01739",1,1,0,0,0,1
"ORG00055","ORG02523",1,1,0,0,0,1
"ORG00055","ORG02272",1,1,0,0,0,1
"ORG00055","ORG01572",1,1,0,0,0,1
"ORG00055","ORG02626",1,1,0,0,0,1
"ORG00055","ORG02579",1,1,0,0,0,1
"ORG00055","ORG01436",1,0,0,1,0,1
"ORG00055","ORG01639",1,1,0,0,0,1
"ORG00055","ORG02625",1,1,0,0,0,1
"ORG00055","ORG00398",1,1,0,0,0,1
"ORG00055","ORG02524",1,1,0,0,0,1
"ORG00055","ORG02085",1,0,0,1,0,1
"ORG00055","ORG00603",1,1,0,0,0,1
"ORG00055","ORG01756",1,1,0,0,0,1
"ORG00055","ORG00390",1,1,0,0,0,1
"ORG00055","ORG00511",1,1,0,0,0,1
"ORG00055","ORG02105",1,0,0,1,0,1
"ORG00055","ORG00652",1,1,0,0,0,1
"ORG00055","ORG00788",1,1,0,0,0,1
"ORG00055","ORG00318",1,1,0,0,0,1
"ORG00055","ORG00774",1,1,0,0,0,1
"ORG00055","ORG00469",2,2,0,0,0,1
"ORG00055","ORG00386",1,0,0,1,0,1
"ORG00055","ORG01539",1,1,0,0,0,1
"ORG00055","ORG00382",1,0,0,1,0,1
"ORG00055","ORG01704",1,1,0,0,0,1
"ORG00055","ORG01881",1,1,0,0,0,1
"ORG00055","ORG00381",1,0,0,1,0,1
"ORG00055","ORG01191",1,1,0,0,0,1
"ORG00055","ORG00392",1,0,0,1,0,1
"ORG00055","ORG00706",1,1,0,0,0,1
"ORG00055","ORG02318",1,1,0,0,0,1
"ORG00055","ORG01209",1,1,0,0,0,1
"ORG00055","ORG02617",1,1,0,0,0,1
"ORG00055","ORG01727",1,1,0,0,0,1
"ORG00055","ORG01438",1,1,0,0,0,1
"ORG00055","ORG01646",1,1,0,0,0,1
"ORG00055","ORG00661",1,1,0,0,0,1
"ORG00055","ORG01842",1,1,0,0,0,1
"ORG00055","ORG00080",1,1,0,0,0,1
"ORG00055","ORG01762",1,1,0,0,0,1
"ORG00055","ORG02286",1,1,0,0,0,1
"ORG00055","ORG01476",1,1,0,0,0,1
"ORG00055","ORG02023",1,1,0,0,0,1
"ORG00055","ORG02229",1,1,0,0,0,1
"ORG00055","ORG01425",1,1,0,0,0,1
"ORG00055","ORG00691",1,1,0,0,0,1
"ORG02047","ORG00055",2,2,0,0,0,1
"ORG02047","ORG02047",16,13,2,0,1,1
"ORG02047","ORG02308",2,0,1,0,1,1
"ORG02047","ORG01251",1,0,1,0,0,1
"ORG02047","ORG00811",1,1,0,0,0,1
"ORG02047","ORG01497",1,0,1,0,0,1
"ORG02047","ORG00797",1,0,1,0,0,1
"ORG02047","ORG02305",1,1,0,0,0,1
"ORG02047","ORG02585",1,1,0,0,0,1
"ORG02047","ORG01661",2,2,0,0,0,1
"ORG02047","ORG02302",1,1,0,0,0,1
"ORG02047","ORG02321",3,2,1,0,0,1
"ORG02047","ORG00951",2,2,0,0,0,1
"ORG02047","ORG02216",1,1,0,0,0,1
"ORG02047","ORG01768",7,6,1,0,0,1
"ORG02047","ORG01652",1,0,0,0,1,1
"ORG02047","ORG02663",1,1,0,0,0,1
"ORG02047","ORG00219",2,0,2,0,0,1
"ORG02047","ORG00241",5,4,1,0,0,1
"ORG02047","ORG00347",1,1,0,0,0,1
"ORG02047","ORG02082",1,1,0,0,0,1
"ORG02047","ORG01063",1,0,1,0,0,1
"ORG02047","ORG02042",3,3,0,0,0,1
"ORG02047","ORG01930",1,0,0,0,1,1
"ORG02047","ORG01314",1,0,1,0,0,1
"ORG02047","ORG02006",1,0,0,0,1,1
"ORG02047","ORG01329",1,0,1,0,0,1
"ORG02047","ORG02037",1,1,0,0,0,1
"ORG02047","ORG00681",1,0,1,0,0,1
"ORG02047","ORG02590",1,1,0,0,0,1
"ORG02047","ORG00621",1,1,0,0,0,1
"ORG02047","ORG00530",1,0,0,0,1,1
"ORG02047","ORG00646",1,0,1,0,0,1
"ORG02047","ORG00487",1,0,1,0,0,1
"ORG02047","ORG00717",2,1,1,0,0,1
"ORG02047","ORG00083",1,1,0,0,0,1
"ORG02047","ORG01675",1,0,1,0,0,1
"ORG02047","ORG01319",1,0,1,0,0,1
"ORG02047","ORG01630",1,0,0,0,1,1
"ORG02047","ORG00245",3,3,0,0,0,1
"ORG02047","ORG01725",4,4,0,0,0,1
"ORG02047","ORG01674",1,0,1,0,0,1
"ORG02047","ORG01042",1,1,0,0,0,1
"ORG02047","ORG01880",1,0,1,0,0,1
"ORG02047","ORG00700",1,0,1,0,0,1
"ORG02047","ORG00232",2,2,0,0,0,1
"ORG02047","ORG02233",1,0,0,0,1,1
"ORG02047","ORG02015",1,1,0,0,0,1
"ORG02047","ORG01705",1,0,0,0,1,1
"ORG02047","ORG01844",2,2,0,0,0,1
"ORG02047","ORG01635",1,1,0,0,0,1
"ORG02047","ORG01484",1,1,0,0,0,1
"ORG02047","ORG01900",2,2,0,0,0,1
"ORG02047","ORG00682",1,0,1,0,0,1
"ORG02047","ORG02170",1,0,1,0,0,1
"ORG02047","ORG01701",1,0,0,0,1,1
"ORG02047","ORG00144",1,0,1,0,0,1
"ORG02047","ORG00641",1,0,1,0,0,1
"ORG02047","ORG02119",1,0,1,0,0,1
"ORG02047","ORG02268",1,1,0,0,0,1
"ORG02047","ORG02046",2,2,0,0,0,1
"ORG02047","ORG02045",3,3,0,0,0,1
"ORG02047","ORG02052",1,1,0,0,0,1
"ORG02047","ORG01807",1,1,0,0,0,1
"ORG02047","ORG02630",1,1,0,0,0,1
"ORG02047","ORG02049",1,1,0,0,0,1
"ORG02047","ORG01086",1,1,0,0,0,1
"ORG02047","ORG00222",3,3,0,0,0,1
"ORG02047","ORG00317",1,1,0,0,0,1
"ORG02047","ORG02013",1,1,0,0,0,1
"ORG02047","ORG01027",1,1,0,0,0,1
"ORG02047","ORG01040",1,1,0,0,0,1
"ORG02047","ORG01192",1,1,0,0,0,1
"ORG02047","ORG00705",1,1,0,0,0,1
"ORG02047","ORG02050",1,1,0,0,0,1
"ORG02047","ORG01176",1,1,0,0,0,1
"ORG02047","ORG01821",1,1,0,0,0,1
"ORG02047","ORG01080",1,1,0,0,0,1
"ORG02047","ORG02022",1,1,0,0,0,1
"ORG02047","ORG02062",1,1,0,0,0,1
"ORG02047","ORG00268",1,1,0,0,0,1
"ORG02047","ORG00234",2,2,0,0,0,1
"ORG02047","ORG02266",1,1,0,0,0,1
"ORG02047","ORG02647",1,1,0,0,0,1
"ORG02047","ORG01558",1,1,0,0,0,1
"ORG02047","ORG00131",1,1,0,0,0,1
"ORG02047","ORG02426",1,1,0,0,0,1
"ORG02047","ORG02012",1,1,0,0,0,1
"ORG02047","ORG00662",1,1,0,0,0,1
"ORG02047","ORG01973",1,1,0,0,0,1
"ORG02047","ORG02054",1,1,0,0,0,1
"ORG02047","ORG01827",1,1,0,0,0,1
"ORG02047","ORG01522",1,1,0,0,0,1
"ORG02047","ORG01541",1,1,0,0,0,1
"ORG02047","ORG01833",1,1,0,0,0,1
"ORG02047","ORG01172",1,1,0,0,0,1
"ORG02047","ORG00676",1,1,0,0,0,1
"ORG02047","ORG01079",1,1,0,0,0,1
"ORG02047","ORG01836",2,2,0,0,0,1
"ORG02047","ORG01688",1,1,0,0,0,1
"ORG02047","ORG01671",1,1,0,0,0,1
"ORG02047","ORG02651",1,1,0,0,0,1
"ORG02047","ORG01216",2,2,0,0,0,1
"ORG02047","ORG01475",1,1,0,0,0,1
"ORG02047","ORG02057",1,1,0,0,0,1
"ORG02047","ORG00229",1,1,0,0,0,1
"ORG02047","ORG01832",1,1,0,0,0,1
"ORG02047","ORG02396",1,1,0,0,0,1
"ORG02047","ORG00243",1,1,0,0,0,1
"ORG02047","ORG02237",1,1,0,0,0,1
"ORG02047","ORG02200",1,1,0,0,0,1
"ORG02047","ORG01194",1,1,0,0,0,1
"ORG02047","ORG00648",1,1,0,0,0,1
"ORG02047","ORG00723",2,2,0,0,0,1
"ORG02047","ORG01051",1,1,0,0,0,1
"ORG02047","ORG00667",1,1,0,0,0,1
"ORG02047","ORG01021",1,1,0,0,0,1
"ORG02047","ORG02523",1,1,0,0,0,1
"ORG02047","ORG02272",1,1,0,0,0,1
"ORG02047","ORG01690",1,1,0,0,0,1
"ORG02047","ORG02579",1,1,0,0,0,1
"ORG02047","ORG00926",1,1,0,0,0,1
"ORG02047","ORG00288",1,1,0,0,0,1
"ORG02047","ORG01889",1,1,0,0,0,1
"ORG02047","ORG01520",1,1,0,0,0,1
"ORG02047","ORG00305",1,1,0,0,0,1
"ORG02047","ORG01521",1,1,0,0,0,1
"ORG02047","ORG00491",1,1,0,0,0,1
"ORG02047","ORG01894",1,1,0,0,0,1
"ORG02047","ORG00788",1,1,0,0,0,1
"ORG02047","ORG01585",1,1,0,0,0,1
"ORG02047","ORG00774",1,1,0,0,0,1
"ORG02047","ORG00665",1,1,0,0,0,1
"ORG02047","ORG00469",1,1,0,0,0,1
"ORG02047","ORG01604",1,1,0,0,0,1
"ORG02047","ORG00179",1,1,0,0,0,1
"ORG02047","ORG01217",1,1,0,0,0,1
"ORG02047","ORG01823",1,1,0,0,0,1
"ORG02047","ORG01015",1,1,0,0,0,1
"ORG02047","ORG01848",1,1,0,0,0,1
"ORG02047","ORG01790",1,1,0,0,0,1
"ORG02047","ORG02079",1,1,0,0,0,1
"ORG02047","ORG02265",1,1,0,0,0,1
"ORG02047","ORG01038",1,1,0,0,0,1
"ORG02047","ORG00735",1,1,0,0,0,1
"ORG02047","ORG01966",1,1,0,0,0,1
"ORG02047","ORG02653",1,1,0,0,0,1
"ORG02047","ORG01735",1,1,0,0,0,1
"ORG02047","ORG02072",1,1,0,0,0,1
"ORG02047","ORG02652",1,1,0,0,0,1
"ORG02047","ORG02617",1,1,0,0,0,1
"ORG02047","ORG01468",1,1,0,0,0,1
"ORG02047","ORG01603",1,1,0,0,0,1
"ORG02047","ORG00452",1,1,0,0,0,1
"ORG02047","ORG00576",1,1,0,0,0,1
"ORG02047","ORG00058",1,1,0,0,0,1
"ORG02047","ORG00678",1,1,0,0,0,1
"ORG02308","ORG02467",1,1,0,0,0,1
"ORG02308","ORG00055",2,2,0,0,0,1
"ORG02308","ORG02047",2,0,1,0,1,1
"ORG02308","ORG02308",55,31,19,0,5,1
"ORG02308","ORG01251",7,1,4,0,2,1
"ORG02308","ORG02316",1,1,0,0,0,1
"ORG02308","ORG01699",2,0,2,0,0,1
"ORG02308","ORG00811",1,0,1,0,0,1
"ORG02308","ORG02243",4,2,1,0,1,1
"ORG02308","ORG00797",3,0,3,0,0,1
"ORG02308","ORG00899",1,0,1,0,0,1
"ORG02308","ORG02585",10,10,0,0,0,1
"ORG02308","ORG01661",1,1,0,0,0,1
"ORG02308","ORG00768",3,1,2,0,0,1
"ORG02308","ORG02319",1,1,0,0,0,1
"ORG02308","ORG00067",2,2,0,0,0,1
"ORG02308","ORG02510",2,2,0,0,0,1
"ORG02308","ORG02084",2,2,0,0,0,1
"ORG02308","ORG01877",1,0,1,0,0,1
"ORG02308","ORG00777",2,0,2,0,0,1
"ORG02308","ORG02295",1,0,0,0,1,1
"ORG02308","ORG02573",4,3,1,0,0,1
"ORG02308","ORG01648",1,0,0,0,1,1
"ORG02308","ORG00399",2,0,2,0,0,1
"ORG02308","ORG01659",1,0,1,0,0,1
"ORG02308","ORG00778",1,0,1,0,0,1
"ORG02308","ORG01505",7,6,1,0,0,1
"ORG02308","ORG01141",3,0,3,0,0,1
"ORG02308","ORG02232",2,0,2,0,0,1
"ORG02308","ORG01768",21,18,3,0,0,1
"ORG02308","ORG02344",1,0,1,0,0,1
"ORG02308","ORG01652",2,1,0,0,1,1
"ORG02308","ORG00937",2,0,2,0,0,1
"ORG02308","ORG01031",1,0,1,0,0,1
"ORG02308","ORG00583",1,0,1,0,0,1
"ORG02308","ORG02663",7,6,1,0,0,1
"ORG02308","ORG02586",6,6,0,0,0,1
"ORG02308","ORG02231",2,1,1,0,0,1
"ORG02308","ORG00219",10,0,10,0,0,1
"ORG02308","ORG02025",1,0,1,0,0,1
"ORG02308","ORG00241",1,1,0,0,0,1
"ORG02308","ORG02294",1,0,1,0,0,1
"ORG02308","ORG00347",1,0,1,0,0,1
"ORG02308","ORG02082",2,0,2,0,0,1
"ORG02308","ORG01053",6,4,2,0,0,1
"ORG02308","ORG01682",1,1,0,0,0,1
"ORG02308","ORG02309",1,0,1,0,0,1
"ORG02308","ORG01063",2,1,1,0,0,1
"ORG02308","ORG00329",3,1,2,0,0,1
"ORG02308","ORG01313",3,1,2,0,0,1
"ORG02308","ORG00330",1,0,1,0,0,1
"ORG02308","ORG02307",1,1,0,0,0,1
"ORG02308","ORG01607",2,1,1,0,0,1
"ORG02308","ORG00008",1,0,1,0,0,1
"ORG02308","ORG01930",2,1,0,0,1,1
"ORG02308","ORG02549",4,2,1,0,1,1
"ORG02308","ORG02602",2,2,0,0,0,1
"ORG02308","ORG01334",1,0,1,0,0,1
"ORG02308","ORG00056",1,0,1,0,0,1
"ORG02308","ORG00139",1,0,1,0,0,1
"ORG02308","ORG01621",4,0,4,0,0,1
"ORG02308","ORG01314",3,0,3,0,0,1
"ORG02308","ORG02584",1,0,1,0,0,1
"ORG02308","ORG00177",3,0,2,0,1,1
"ORG02308","ORG02006",7,3,1,0,3,1
"ORG02308","ORG02431",1,0,1,0,0,1
"ORG02308","ORG00087",1,0,1,0,0,1
"ORG02308","ORG01329",2,0,2,0,0,1
"ORG02308","ORG02289",1,0,1,0,0,1
"ORG02308","ORG00798",3,1,2,0,0,1
"ORG02308","ORG00958",3,1,2,0,0,1
"ORG02308","ORG00784",1,0,1,0,0,1
"ORG02308","ORG01527",3,2,1,0,0,1
"ORG02308","ORG02311",1,0,1,0,0,1
"ORG02308","ORG00698",3,0,3,0,0,1
"ORG02308","ORG00681",1,0,1,0,0,1
"ORG02308","ORG02363",2,1,1,0,0,1
"ORG02308","ORG00647",1,0,1,0,0,1
"ORG02308","ORG02673",1,0,1,0,0,1
"ORG02308","ORG00202",1,0,1,0,0,1
"ORG02308","ORG02590",2,2,0,0,0,1
"ORG02308","ORG00530",1,0,0,0,1,1
"ORG02308","ORG00178",1,0,0,0,1,1
"ORG02308","ORG01864",2,1,0,0,1,1
"ORG02308","ORG01252",2,0,2,0,0,1
"ORG02308","ORG00487",2,0,2,0,0,1
"ORG02308","ORG01225",1,0,1,0,0,1
"ORG02308","ORG02080",1,0,1,0,0,1
"ORG02308","ORG01478",1,1,0,0,0,1
"ORG02308","ORG01317",3,1,2,0,0,1
"ORG02308","ORG02143",1,0,1,0,0,1
"ORG02308","ORG02029",1,0,1,0,0,1
"ORG02308","ORG00807",1,1,0,0,0,1
"ORG02308","ORG00794",2,0,2,0,0,1
"ORG02308","ORG02528",1,0,1,0,0,1
"ORG02308","ORG00169",1,0,1,0,0,1
"ORG02308","ORG01884",1,0,1,0,0,1
"ORG02308","ORG00450",1,0,1,0,0,1
"ORG02308","ORG00083",2,1,1,0,0,1
"ORG02308","ORG01675",1,0,1,0,0,1
